ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
A-1873,"1,2,3-tributyl 2-hydroxypropane-1,2,3-tricarboxylate","InChI=1S/C18H32O7/c1-4-7-10-23-15(19)13-18(22,17(21)25-12-9-6-3)14-16(20)24-11-8-5-2/h22H,4-14H2,1-3H3",ZFOZVQLOBQUTQQ-UHFFFAOYSA-N,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,-3.5452709716000004,0.0,1,G1,360.4470000000002,2.5276000000000005,91.78480000000006,25.0,7.0,1.0,7.0,14.0,146.0,0.0,0.0,0.0,0.0,99.13,149.5627027134199,4.7973447223311965,382.2287612857157
A-2920,disodium 8-[[4-[[(4-methylphenyl)sulphonyl]oxy]phenyl]azo]-5-[[4-[(4-nitro-2-sulphonatophenyl)amino]phenyl]azo]naphthalene-1-sulphonate,"InChI=1S/C35H26N6O11S3.2Na/c1-22-2-13-28(14-3-22)55(50,51)52-27-11-8-25(9-12-27)38-40-33-19-18-32(30-16-15-29(21-31(30)33)53(44,45)46)39-37-24-6-4-23(5-7-24)36-34-17-10-26(41(42)43)20-35(34)54(47,48)49;;/h2-21,36H,1H3,(H,44,45,46)(H,47,48,49);;/q;2*+1/p-2",BXMJSZZPKAWJHR-UHFFFAOYSA-L,[Na+].[Na+].Cc1ccc(cc1)[S](=O)(=O)Oc2ccc(cc2)N=Nc3ccc(N=Nc4ccc(Nc5ccc(cc5[S]([O-])(=O)=O)[N+]([O-])=O)cc4)c6ccc(cc36)[S]([O-])(=O)=O,-1.5709847474,0.0,1,G1,846.7890000000002,2.214720000000004,196.48229999999973,57.0,16.0,1.0,22.0,12.0,280.0,6.0,0.0,0.0,6.0,262.38,369.8347989378274,3.599992144542946e-06,2862.788752526217
A-2342,"4-(2,3,4-trihydroxybenzoyl)phenyl 5-oxo-6-[(1E)-tetraaza-1,3-dien-1-yl]-5,8-dihydronaphthalene-1-sulfonate","InChI=1S/C23H16N4O8S/c24-26-27-25-17-10-8-14-15(21(17)30)2-1-3-19(14)36(33,34)35-13-6-4-12(5-7-13)20(29)16-9-11-18(28)23(32)22(16)31/h1-7,9-11,24,28,31-32H,8H2",WVRFNJXNBZHDGZ-UHFFFAOYSA-N,Oc1ccc(c(O)c1O)C(=O)c2ccc(O[S](=O)(=O)c3cccc4C(=O)C(=CCc34)N=NN=N)cc2,-5.1052907305,0.0,1,G1,508.46800000000025,3.8229700000000015,121.68790000000004,36.0,10.0,4.0,13.0,7.0,182.0,3.0,0.0,1.0,4.0,199.13,202.9822810845395,1.5877243597854431,1578.3370693621737
A-3744,"hexahydro-2-benzofuran-1,3-dione","InChI=1S/C8H10O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h5-6H,1-4H2",MUTGBJKUEZFXGO-UHFFFAOYSA-N,O=C1OC(=O)C2CCCCC12,-1.5647364969,0.0,1,G1,154.165,0.8761999999999999,36.547,11.0,3.0,0.0,3.0,0.0,60.0,0.0,2.0,2.0,2.0,43.370000000000005,64.71877295114176,2.194698933936096,187.3827102814694
A-4699,ethyl 3-methyl-3-phenyloxirane-2-carboxylate,"InChI=1S/C12H14O3/c1-3-14-11(13)10-12(2,15-10)9-7-5-4-6-8-9/h4-8,10H,3H2,1-2H3",LQKRYVGRPXFFAV-UHFFFAOYSA-N,CCOC(=O)C1OC1(C)c2ccccc2,-2.3143750058,0.0,1,G1,206.241,1.8637,55.30000000000003,15.0,3.0,0.0,3.0,3.0,80.0,1.0,1.0,1.0,2.0,38.83,89.00383721140493,2.102105018788475,360.3897981205259
F-1019,"5-ethenyl-5-propan-2-yl-1,3-diazinane-2,4,6-trione","InChI=1S/C9H12N2O3/c1-4-9(5(2)3)6(12)10-8(14)11-7(9)13/h4-5H,1H2,2-3H3,(H2,10,11,12,13,14)",LUYJWKADMMYBRD-UHFFFAOYSA-N,C=CC1(C(C)C)C(=O)NC(=O)NC1=O,-1.71,0.0,1,G1,196.206,0.1807999999999999,49.149400000000014,14.0,3.0,2.0,5.0,2.0,76.0,0.0,1.0,1.0,1.0,75.27000000000001,81.54764442463632,3.1707977044488684,300.01875639366216
B-2498,"barbituric acid,5,5-dibutyl-","InChI=1S/C12H20N2O3/c1-3-5-7-12(8-6-4-2)9(15)13-11(17)14-10(12)16/h3-8H2,1-2H3,(H2,13,14,15,16,17)",KXOZJFGEGGNJDX-UHFFFAOYSA-N,CCCCC1(CCCC)C(=O)NC(=O)NC1=O,-2.8756,0.0,1,G1,240.303,1.7191999999999998,63.16440000000004,17.0,3.0,2.0,5.0,6.0,96.0,0.0,1.0,1.0,1.0,75.27000000000001,101.33207380001042,2.88661545790744,295.7124307904384
A-3876,3-methoxybutyl acetate,"InChI=1S/C7H14O3/c1-6(9-3)4-5-10-7(2)8/h6H,4-5H2,1-3H3",QMYGFTJCQFEDST-UHFFFAOYSA-N,COC(C)CCOC(C)=O,-0.6877845281999999,0.4728193796494214,3,G5,146.18599999999998,0.9745,37.721,10.0,3.0,0.0,3.0,4.0,60.0,0.0,0.0,0.0,0.0,35.53,61.31751627326672,3.110465475982731,101.02434166397532
C-1112,4-ethoxyphenol,"InChI=1S/C8H10O2/c1-2-10-8-5-3-7(9)4-6-8/h3-6,9H,2H2,1H3",LKVFCSWBKOVHAH-UHFFFAOYSA-N,CCOC1=CC=C(O)C=C1,-1.29,0.0,1,G1,138.16599999999997,1.7908999999999995,39.27580000000001,10.0,2.0,1.0,2.0,2.0,54.0,1.0,0.0,0.0,1.0,29.46,60.06906632999306,2.693803452362809,190.9174941941729
E-58,"1,5-dimethylnaphthalene","InChI=1S/C12H12/c1-9-5-3-8-12-10(2)6-4-7-11(9)12/h3-8H,1-2H3",SDDBCEWUYXVGCQ-UHFFFAOYSA-N,c1ccc2c(C)cccc2c1C,-4.74,0.0331762967593836,3,G5,156.22799999999995,3.456640000000002,53.422000000000025,12.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,2.0,0.0,72.84295188002538,2.943372852061392,372.057866193448
A-4468,"1,3-diazinane-2,4,6-trione","InChI=1S/C4H4N2O3/c7-2-1-3(8)6-4(9)5-2/h1H2,(H2,5,6,7,8,9)",HNYOPLTXPVRDBG-UHFFFAOYSA-N,O=C1CC(=O)NC(=O)N1,-1.0486616392,0.1174564797999999,2,G3,128.087,-1.2575,26.2984,9.0,3.0,2.0,5.0,0.0,48.0,0.0,1.0,1.0,1.0,75.27,50.41253688483752,2.636629855902423,140.967556752381
A-4303,1-methoxypropan-2-yl acetate,"InChI=1S/C6H12O3/c1-5(4-8-3)9-6(2)7/h5H,4H2,1-3H3",LLHKCFNBLRBOGN-UHFFFAOYSA-N,COCC(C)OC(C)=O,0.0830232388,0.1239353854154806,3,G5,132.159,0.5844,33.10399999999999,9.0,3.0,0.0,3.0,3.0,54.0,0.0,0.0,0.0,0.0,35.53,54.95257415887011,3.259231489128124,90.30376252379816
B-2001,piperalin,"InChI=1S/C16H21Cl2NO2/c1-12-5-2-3-8-19(12)9-4-10-21-16(20)13-6-7-14(17)15(18)11-13/h6-7,11-12H,2-5,8-10H2,1H3",BZGLBXYQOMFXAU-UHFFFAOYSA-N,CC1CCCCN1CCCOC(=O)c2ccc(Cl)c(Cl)c2,-4.2178,0.0,1,G1,330.255,4.414700000000004,86.24750000000004,21.0,3.0,0.0,5.0,5.0,116.0,1.0,1.0,1.0,2.0,29.54,135.71642656345117,1.723722008589725,493.1653622909208
B-2313,azacyclotetradecan-2-one,"InChI=1S/C13H25NO/c15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-13/h1-12H2,(H,14,15)",OETISESXIXCPAD-UHFFFAOYSA-N,O=C1CCCCCCCCCCCCN1,-2.6260000000000003,0.0,1,G1,211.349,3.407300000000002,63.79670000000005,15.0,1.0,1.0,2.0,0.0,88.0,0.0,1.0,1.0,1.0,29.1,93.82410953071144,2.126499891372904,151.9188881091498
C-376,biphenyl;  diphenyl,InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=CC=C2,-4.32,0.0155366233997825,3,G5,154.21199999999996,3.353600000000002,51.87800000000003,12.0,0.0,0.0,0.0,1.0,58.0,2.0,0.0,0.0,2.0,0.0,72.48849732556099,2.457149480139045,297.4313204906765
A-5824,8-methylnonyl methacrylate,"InChI=1S/C14H26O2/c1-12(2)10-8-6-5-7-9-11-16-14(15)13(3)4/h12H,3,5-11H2,1-2,4H3",COCLLEMEIJQBAG-UHFFFAOYSA-N,CC(C)CCCCCCCOC(=O)C(C)=C,-6.0559466089,0.0542606890999999,2,G3,226.36,4.102300000000003,68.31300000000005,16.0,2.0,0.0,2.0,9.0,94.0,0.0,0.0,0.0,0.0,26.3,100.06896281235188,3.157736087145381,206.78088106981613
B-1152,n1-(4-so2nh2-ph)sulfanilamide,"InChI=1S/C12H13N3O4S2/c13-9-1-5-12(6-2-9)21(18,19)15-10-3-7-11(8-4-10)20(14,16)17/h1-8,15H,13H2,(H2,14,16,17)",GCQZFVAHUZIDRP-UHFFFAOYSA-N,Nc1ccc(cc1)[S](=O)(=O)Nc2ccc(cc2)[S](N)(=O)=O,-2.7592,0.0,1,G1,327.38700000000006,0.7170000000000003,79.47810000000001,21.0,5.0,3.0,9.0,4.0,112.0,2.0,0.0,0.0,2.0,132.35,122.23969268802465,2.2670283397663438,842.3804816155572
B-2540,"2h-pyran, tetrahydro-2-methoxy-6-methyl-","InChI=1S/C7H14O2/c1-6-4-3-5-7(8-2)9-6/h6-7H,3-5H2,1-2H3",FNEUIJOQHOUXIE-UHFFFAOYSA-N,COC1CCCC(C)O1,-0.5921,0.0,1,G1,130.187,1.5479,35.19499999999999,9.0,2.0,0.0,2.0,1.0,54.0,0.0,1.0,1.0,1.0,18.46,56.15016301969372,2.23165161946076,82.98533616859814
A-2642,"1,6-bis(2-methylnonyl) hexanedioate","InChI=1S/C26H50O4/c1-23(2)17-11-7-5-9-15-21-29-25(27)19-13-14-20-26(28)30-22-16-10-6-8-12-18-24(3)4/h23-24H,5-22H2,1-4H3",YKGYQYOQRGPFTO-UHFFFAOYSA-N,CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,-6.6301043221,1.6782978389500005,2,G2,426.6820000000003,7.62640000000001,125.4660000000001,30.0,4.0,0.0,4.0,21.0,178.0,0.0,0.0,0.0,0.0,52.60000000000001,186.4129385468461,3.330719761879528,365.8377762182996
B-1415,ethyl propyl ether,"InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3",NVJUHMXYKCUMQA-UHFFFAOYSA-N,CCCOCC,-0.6806,0.0827826605569601,3,G5,88.14999999999999,1.4329,26.78399999999999,6.0,1.0,0.0,1.0,3.0,38.0,0.0,0.0,0.0,0.0,9.23,39.31256471492286,2.3390923149762908,15.900134529890124
A-477,D-erythro-pentitol,"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2",HEBKCHPVOIAQTA-UHFFFAOYSA-N,OCC(O)C(O)C(O)CO,0.6252744890999999,0.0,1,G1,152.146,-2.9463000000000004,32.191999999999986,10.0,5.0,5.0,5.0,4.0,62.0,0.0,0.0,0.0,0.0,101.15,58.17018824639602,3.685406534013343,76.10749561002055
B-1525,methoproptryne,"InChI=1S/C11H21N5OS/c1-8(2)13-10-14-9(12-6-5-7-17-3)15-11(16-10)18-4/h8H,5-7H2,1-4H3,(H2,12,13,14,15,16)",DDUIUBPJPOKOMV-UHFFFAOYSA-N,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.9284,0.0,1,G1,271.39,1.8622,75.34940000000005,18.0,7.0,2.0,7.0,8.0,102.0,1.0,0.0,0.0,1.0,71.96000000000001,112.34626359959756,2.6443398442437664,361.2868506482141
C-2076,"2,4',6-trichlorodiphenyl  ether",InChI=1S/C12H7Cl3O/c13-8-4-6-9(7-5-8)16-12-10(14)2-1-3-11(12)15/h1-7H,ZMRFCSWFCKICQE-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C=CC=C2Cl)C=C1,-5.91,0.0,1,G1,273.546,5.4391000000000025,67.98800000000003,16.0,1.0,0.0,4.0,2.0,82.0,2.0,0.0,0.0,2.0,9.23,108.5118412357129,2.3012101492780848,473.8671014776177
A-1405,(4Z)-cyclopentadec-4-en-1-one,"InChI=1S/C15H26O/c16-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-15/h7,9H,1-6,8,10-14H2/b9-7-",JIYIHILAGIZIMD-CLFYSBASSA-N,O=C1CCCCCCCCCC\C=C/CC1,-4.8831871131,0.0,1,G1,222.372,4.806500000000004,69.55100000000004,16.0,1.0,0.0,1.0,0.0,92.0,0.0,0.0,1.0,1.0,17.07,100.31452854371236,2.2025318710991564,205.4804910444948
C-1105,"methyl  2,2-diethylmalonurate","InChI=1S/C9H16N2O4/c1-4-9(5-2,7(13)15-3)6(12)11-8(10)14/h4-5H2,1-3H3,(H3,10,11,12,14)",XHBHEPKDMPOVAT-UHFFFAOYSA-N,CCC(CC)(C(=O)NC(N)=O)C(=O)OC,-1.96,0.0,1,G1,216.23699999999997,0.1607000000000001,52.75710000000002,15.0,4.0,2.0,6.0,4.0,86.0,0.0,0.0,0.0,0.0,98.49,88.14665235326135,5.001716279282679,271.2859095563728
G-117,"2,2',3,3',4,4',5,5',6,6'-PCB",InChI=1S/C12Cl10/c13-3-1(4(14)8(18)11(21)7(3)17)2-5(15)9(19)12(22)10(20)6(2)16,ONXPZLFXDMAPRO-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6,0.3692942939656057,3,G5,498.66200000000026,9.8876,101.978,22.0,0.0,0.0,10.0,1.0,118.0,2.0,0.0,0.0,2.0,0.0,175.52115959437774,3.026914071477952,669.959813936206
B-1015,"ethanone, 1-(4-hydroxy-3-methoxyphenyl)-","InChI=1S/C9H10O3/c1-6(10)7-3-4-8(11)9(5-7)12-2/h3-5,11H,1-2H3",DFYRUELUNQRZTB-UHFFFAOYSA-N,COc1cc(ccc1O)C(C)=O,-1.5216,0.0,1,G1,166.17599999999996,1.6034,44.66330000000002,12.0,3.0,1.0,3.0,2.0,64.0,1.0,0.0,0.0,1.0,46.53,70.59553054443344,3.134300249949544,304.64199945095794
A-4810,"2,3,3-trimethyl-3H-indole-5-carboxylic acid","InChI=1S/C12H13NO2/c1-7-12(2,3)9-6-8(11(14)15)4-5-10(9)13-7/h4-6H,1-3H3,(H,14,15)",QUDAPQXQGBIUAR-UHFFFAOYSA-N,CC1=Nc2ccc(cc2C1(C)C)C(O)=O,-2.6625890537,0.0,1,G1,203.241,2.7684000000000006,59.19630000000002,15.0,2.0,1.0,3.0,1.0,78.0,1.0,0.0,1.0,2.0,49.66,88.46630299044729,2.598739650570946,472.5105053380406
A-1736,"2-(1,3-benzothiazol-2-ylsulfanyl)acetic acid","InChI=1S/C9H7NO2S2/c11-8(12)5-13-9-10-6-3-1-2-4-7(6)14-9/h1-4H,5H2,(H,11,12)",ZZUQWNYNSKJLPI-UHFFFAOYSA-N,OC(=O)CSc1sc2ccccc2n1,-3.2288979848,0.0,1,G1,225.294,2.4730000000000008,57.97980000000002,14.0,4.0,1.0,5.0,3.0,72.0,2.0,0.0,0.0,2.0,50.19,88.78182900898841,2.224690446790446,433.5348231638525
A-4349,2-methoxyethyl prop-2-enoate,"InChI=1S/C6H10O3/c1-3-6(7)9-5-4-8-2/h3H,1,4-5H2,2H3",HFCUBKYHMMPGBY-UHFFFAOYSA-N,COCCOC(=O)C=C,0.0439416783999999,0.0,1,G1,130.14299999999997,0.3620000000000001,33.03199999999999,9.0,3.0,0.0,3.0,4.0,52.0,0.0,0.0,0.0,0.0,35.53,54.262971126685855,3.0655033793880806,98.4760951781588
C-2044,9-(2-hydroxy-3-nonyl)adenine,"InChI=1S/C14H23N5O/c1-3-4-5-6-7-11(10(2)20)19-9-18-12-13(15)16-8-17-14(12)19/h8-11,20H,3-7H2,1-2H3,(H2,15,16,17)",IOSAAWHGJUZBOG-UHFFFAOYSA-N,CCCCCCC(C(C)O)[N]1C=NC2=C1N=CN=C2N,-2.25,0.0,1,G1,277.37200000000007,2.3008,79.21220000000004,20.0,6.0,2.0,6.0,7.0,110.0,2.0,0.0,0.0,2.0,89.85,118.60974698045952,2.209576532439298,551.4878808177575
A-1428,strontium 4-[(5-chloro-4-methyl-2-sulphonatophenyl)azo]-3-hydroxy-2-naphthoate (1:1),"InChI=1S/C18H13ClN2O6S.Sr/c1-9-14(19)7-11(8-15(9)28(25,26)27)20-21-16-12-5-3-2-4-10(12)6-13(17(16)22)18(23)24;/h2-8,22H,1H3,(H,23,24)(H,25,26,27);/q;+2/p-2",FTMYMYGLEZHQOM-UHFFFAOYSA-L,[Sr++].Cc1c(Cl)cc(cc1[S](O)(=O)=O)N=Nc2c([O-])c(cc3ccccc23)C([O-])=O,-5.3065828462,0.6989700043,2,G2,506.4340000000003,2.5200200000000006,103.65810000000002,29.0,7.0,1.0,11.0,4.0,144.0,3.0,0.0,0.0,3.0,142.28,207.4167115567288,2.9999968670033558e-06,1260.9313009748632
A-2898,lithium(1+) ion benzoate,"InChI=1S/C7H6O2.Li/c8-7(9)6-4-2-1-3-5-6;/h1-5H,(H,8,9);/q;+1/p-1",LDJNSLOKTFFLSL-UHFFFAOYSA-M,[Li+].[O-]C(=O)c1ccccc1,0.3909106219,0.0,1,G1,128.05599999999995,-2.945899999999998,30.772499999999997,10.0,2.0,0.0,3.0,1.0,46.0,1.0,0.0,0.0,1.0,40.13,71.04966661206578,8.099998872750162e-07,208.1059085401538
C-2347,"naproxen,  derivat 3b","InChI=1S/C22H29NO5/c1-14(2)11-20(23)22(25)28-10-9-27-21(24)15(3)16-5-6-18-13-19(26-4)8-7-17(18)12-16/h5-8,12-15,20H,9-11,23H2,1-4H3",GVNYQGKVULMAET-UHFFFAOYSA-N,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCCOC(=O)C(N)CC(C)C,-3.82,0.0,1,G1,387.47600000000017,3.411700000000001,108.26340000000006,28.0,6.0,1.0,6.0,9.0,152.0,2.0,0.0,0.0,2.0,87.85000000000001,165.4959436096124,1.852183526821897,817.6793248963845
A-5388,3-[(2-hydroxyethyl)amino]propanamide,"InChI=1S/C5H12N2O2/c6-5(9)1-2-7-3-4-8/h7-8H,1-4H2,(H2,6,9)",WRLAXUYIDLSRHV-UHFFFAOYSA-N,NC(=O)CCNCCO,-0.1211098882,0.0,1,G1,132.163,-1.5563,33.7669,9.0,3.0,3.0,4.0,5.0,54.0,0.0,0.0,0.0,0.0,75.35000000000001,54.04452821827651,2.8288681349096856,85.02718014856455
B-1151,n-hexadecane,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC,-8.4007,0.0,1,G1,226.44799999999992,6.487600000000007,75.98600000000008,16.0,0.0,0.0,0.0,13.0,98.0,0.0,0.0,0.0,0.0,0.0,104.2133827437787,2.828262412638549,92.6059378176129
A-3552,ammonium carbamate,"InChI=1S/CH3NO2.H3N.H2O/c2-1(3)4;;/h2H2,(H,3,4);1H3;1H2",SFWLALIEAXEULE-UHFFFAOYSA-N,[NH4+].O.NC([O-])=O,0.7115939977,0.0,1,G1,96.08599999999998,-2.1601000000000004,19.182,6.0,2.0,2.0,5.0,0.0,40.0,0.0,0.0,0.0,0.0,134.15,34.65140136944304,-4.4999999250000016e-08,31.774437510817343
A-3625,diiron(3+) ion trisulfate,"InChI=1S/2Fe.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6",RUTXIHLAWFEWGM-UHFFFAOYSA-H,[Fe+3].[Fe+3].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O,1.0415240791,0.0,1,G1,399.8790000000001,-4.018999999999999,31.4238,17.0,12.0,0.0,17.0,0.0,106.0,0.0,0.0,0.0,0.0,240.78,117.47283267981686,-3.99999998625e-08,340.6558969276571
D-1648,cytisine,"InChI=1S/C11H14N2O/c14-11-3-1-2-10-9-4-8(5-12-6-9)7-13(10)11/h1-3,8-9,12H,4-7H2/t8-,9-/m0/s1",ANJTVLIZGCUXLD-IUCAKERBSA-N,O=C1C=CC=C2[C@@H]3CNC[C@H](C3)CN12,0.363,0.0,1,G1,190.246,0.5549999999999999,54.41970000000003,14.0,3.0,1.0,3.0,0.0,74.0,1.0,1.0,2.0,3.0,34.03,82.75039725001179,2.1469341613539945,409.9937128941548
B-2139,"dl-leucine, n-formyl-","InChI=1S/C7H13NO3/c1-5(2)3-6(7(10)11)8-4-9/h4-6H,3H2,1-2H3,(H,8,9)(H,10,11)",HFBHOAHFRNLZGN-UHFFFAOYSA-N,CC(C)CC(NC=O)C(O)=O,-0.7328,0.0,1,G1,159.18499999999997,0.2316999999999998,40.0785,11.0,2.0,2.0,4.0,5.0,64.0,0.0,0.0,0.0,0.0,66.4,65.59604385010078,3.883261782544808,144.62111245095514
A-5814,"2-[(4-{(4-anilinophenyl)[4-(phenylimino)cyclohexa-2,5-dien-1-ylidene]methyl}phenyl)amino]benzenesulfonic acid","InChI=1S/C37H29N3O3S/c41-44(42,43)36-14-8-7-13-35(36)40-34-25-19-29(20-26-34)37(27-15-21-32(22-16-27)38-30-9-3-1-4-10-30)28-17-23-33(24-18-28)39-31-11-5-2-6-12-31/h1-26,38-39H,(H,41,42,43)",DVPLSZDCYOJSOG-UHFFFAOYSA-N,O[S](=O)(=O)c1ccccc1N=C2C=CC(C=C2)=C(c3ccc(Nc4ccccc4)cc3)c5ccc(Nc6ccccc6)cc5,-8.3771050883,0.0,1,G1,595.7240000000003,9.1211,179.98699999999965,44.0,5.0,3.0,7.0,8.0,216.0,5.0,0.0,1.0,6.0,90.79,256.7634173575641,1.3451301981934554,1891.8474687527696
B-4507,trimethoprim,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,-2.8608,0.0446000000000001,2,G3,290.32300000000004,1.2575999999999998,79.76080000000003,21.0,7.0,2.0,7.0,5.0,112.0,2.0,0.0,0.0,2.0,105.51,122.40797882758652,2.3975621374281344,621.1065134129683
A-4571,"3,3,3-tribromo-2,2-dimethylpropan-1-ol","InChI=1S/C5H9Br3O/c6-1-5(2-7,3-8)4-9/h9H,1-4H2",QEJPOEGPNIVDMK-UHFFFAOYSA-N,OCC(CBr)(CBr)CBr,-2.2261095189,0.0,1,G1,324.838,2.1498,50.90080000000002,9.0,1.0,1.0,4.0,4.0,56.0,0.0,0.0,0.0,0.0,20.23,80.59589605453607,3.824684203207495,55.09358392980084
B-4254,thiobencarb,"InChI=1S/C12H16ClNOS/c1-3-14(4-2)12(15)16-9-10-5-7-11(13)8-6-10/h5-8H,3-4,9H2,1-2H3",QHTQREMOGMZHJV-UHFFFAOYSA-N,CCN(CC)C(=O)SCc1ccc(Cl)cc1,-3.9641,0.01705,2,G3,257.786,4.035000000000004,71.06400000000004,16.0,2.0,0.0,4.0,4.0,88.0,1.0,0.0,0.0,1.0,20.31,105.96878782837068,2.4492413621653952,335.3769263952092
B-731,dioctyl adipate,"InChI=1S/C22H42O4/c1-3-5-7-9-11-15-19-25-21(23)17-13-14-18-22(24)26-20-16-12-10-8-6-4-2/h3-20H2,1-2H3",NEHDRDVHPTWWFG-UHFFFAOYSA-N,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,-5.6768,0.0,1,G1,370.5740000000003,6.354200000000008,107.13800000000008,26.0,4.0,0.0,4.0,19.0,154.0,0.0,0.0,0.0,0.0,52.60000000000001,160.95317008925966,3.307768947097144,296.10393706164785
B-3537,me (1-(4-bromo)phenylsulfonyl) cyclohexane carbo,"InChI=1S/C14H17BrO4S/c1-19-13(16)14(9-3-2-4-10-14)20(17,18)12-7-5-11(15)6-8-12/h5-8H,2-4,9-10H2,1H3",FRWFRRPXOYMNKY-UHFFFAOYSA-N,COC(=O)C1(CCCCC1)[S](=O)(=O)c2ccc(Br)cc2,-4.4786,0.0,1,G1,361.257,3.098700000000002,79.15980000000005,20.0,4.0,0.0,6.0,3.0,110.0,1.0,1.0,1.0,2.0,60.440000000000005,127.1131221981192,2.517820343772144,586.1048478648485
A-297,3-[4-(propan-2-yl)phenyl]propanal,"InChI=1S/C12H16O/c1-10(2)12-7-5-11(6-8-12)4-3-9-13/h5-10H,3-4H2,1-2H3",RLEFOSDUWZYGOS-UHFFFAOYSA-N,CC(C)c1ccc(CCC=O)cc1,-3.3026567859,0.0,1,G1,176.259,2.9415000000000013,54.91600000000004,13.0,1.0,0.0,1.0,4.0,70.0,1.0,0.0,0.0,1.0,17.07,79.78257790592039,2.6363285021583334,258.95789509358224
C-239,5-aminosalicylic  acid;  mesalamine;  mesalazine,"InChI=1S/C7H7NO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,8H2,(H,10,11)",KBOPZPXVLCULAV-UHFFFAOYSA-N,NC1=CC(=C(O)C=C1)C(O)=O,-2.26,0.0,1,G1,153.13699999999997,0.6726000000000001,39.4785,11.0,3.0,3.0,4.0,1.0,58.0,1.0,0.0,0.0,1.0,83.55000000000001,62.88622553534207,3.232208870305491,295.7372022742226
H-130,Dichlorodifluoromethane  ,"InChI=1S/CCl2F2/c2-1(3,4)5",PXBRQCKWGAHEHS-UHFFFAOYSA-N,FC(F)(Cl)Cl,-1.99,0.32265,2,G3,120.913,2.0143,16.653,5.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,37.676854287445366,3.0237157840738176,23.11941547876375
C-2600,"l-365,209 -analog 11;  (cyclic hexapeptide)","InChI=1S/C42H54N8O6/c1-3-26(2)36-42(56)50-19-9-7-14-35(50)41(55)49-18-8-6-13-33(49)39(53)46-32(23-30-24-43-25-44-30)40(54)48-20-10-15-34(48)38(52)45-31(37(51)47-36)22-27-16-17-28-11-4-5-12-29(28)21-27/h4-5,11-12,16-17,21,24-26,31-36H,3,6-10,13-15,18-20,22-23H2,1-2H3,(H,43,44)(H,45,52)(H,46,53)(H,47,51)",ILLSOIRJMQNTIA-UHFFFAOYSA-N,CCC(C)C1NC(=O)C(CC2=CC3=C(C=CC=C3)C=C2)NC(=O)C4CCCN4C(=O)C(CC5=C[NH]C=N5)NC(=O)C6CCCCN6C(=O)C7CCCCN7C1=O,-3.98,0.0,1,G1,766.9439999999996,2.615400000000004,208.62979999999945,56.0,7.0,4.0,14.0,6.0,298.0,3.0,4.0,4.0,7.0,176.91000000000005,327.0571871243385,1.2752356620347869,1934.368719165232
A-3613,cadmium dichloride,InChI=1S/Cd.2ClH/h;2*1H/q+2;;/p-2,YKYOUMDCQGMQQO-UHFFFAOYSA-L,[Cl-].[Cl-].[Cd++],0.3967110896,0.0,1,G1,183.318,-5.9945,0.0,3.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,51.95721583856415,-0.0,2.754887502163468
